,YEAR,SAMPLE,SERIAL,CBSERIAL,HHWT,CLUSTER,STRATA,GQ,PERNUM,PERWT,SEX,AGE,MARST,BIRTHYR,DIVINYR,WIDINYR,RACE,RACED,BPL,BPLD,HCOVPRIV,HINSCAID,HINSCARE,EDUC,EDUCD,EMPSTAT,EMPSTATD,LABFORCE,WKSWORK2,UHRSWORK,INCTOT,INCWAGE
1049328,2021,202101,454655,2021000634459,59.0,2021004546551,310617,1,1,59.0,2,78,5,1943,1,1,1,100,18,1800,1,1,2,8,81,3,30,1,0,0,62000,0
545192,2021,202101,225588,2021001415655,70.0,2021002255881,1130006,1,4,62.0,1,36,6,1985,0,0,6,600,6,600,2,1,1,6,63,1,10,2,6,40,34600,34600
647601,2021,202101,271815,2021001156675,219.0,2021002718151,10310,1,2,195.0,2,39,1,1982,1,1,8,826,300,30005,2,1,1,10,101,1,10,2,6,60,130000,130000
1032452,2021,202101,447568,2021000437933,107.0,2021004475681,30017,1,2,125.0,2,31,1,1990,1,1,1,100,29,2900,2,1,1,7,71,1,10,2,6,45,22000,22000
1467666,2021,202101,643877,2021001056400,66.0,2021006438771,400025,1,1,66.0,2,56,4,1965,1,1,2,200,26,2600,2,1,1,10,101,1,10,2,6,35,49000,49000
2999715,2021,202101,1327783,2021000581175,32.0,2021013277831,40050,1,1,31.0,1,33,1,1988,1,1,1,100,25,2500,1,2,1,8,81,1,10,2,6,60,78000,45000
1465612,2021,202101,643022,2021001013794,83.0,2021006430221,490325,1,2,95.0,1,32,1,1989,1,1,1,100,25,2500,2,1,1,10,101,1,10,2,6,40,75000,75000
794094,2021,202101,341099,2021000934693,45.0,2021003410991,1170212,1,1,45.0,2,78,5,1943,1,1,1,100,37,3700,2,1,2,11,114,3,30,1,0,0,18760,0
2164976,2021,202101,956649,2021000586089,29.0,2021009566491,290037,1,2,25.0,2,31,1,1990,1,1,1,100,37,3700,2,1,1,10,101,3,30,1,0,0,0,0
2266632,2021,202101,1004683,2021000379415,47.0,2021010046831,80139,1,3,47.0,1,16,6,2005,0,0,1,100,39,3900,2,1,1,4,40,3,30,1,0,0,0,0
1219103,2021,202101,530615,2021000042634,20.0,2021005306151,150020,1,2,10.0,1,37,4,1984,1,1,8,802,20,2000,2,1,1,8,81,1,10,2,6,36,40000,40000
2871221,2021,202101,1277440,2021000894238,69.0,2021012774401,460248,1,1,69.0,1,32,6,1989,0,0,4,400,500,50000,2,1,1,10,101,1,10,2,6,45,126500,123000
1815641,2021,202101,802050,2021000105654,87.0,2021008020501,30834,1,3,87.0,1,30,6,1991,0,0,1,100,210,21020,2,1,1,10,101,3,30,1,0,0,0,0
178287,2021,202101,89555,2021000007971,216.0,2021000895551,375506,1,3,228.0,2,14,6,2007,0,0,7,700,210,21030,1,2,1,2,26,0,0,0,0,0,9999999,999999
2204808,2021,202101,974038,2021001160002,171.0,2021009740381,300137,1,1,171.0,2,43,1,1978,1,1,1,100,39,3900,1,1,1,6,65,1,10,2,5,40,32100,0
2792622,2021,202101,1246321,2021000447936,19.0,2021012463211,100048,1,2,30.0,2,39,1,1982,1,1,1,100,48,4800,2,1,1,6,63,1,10,2,6,40,17000,17000
228185,2021,202101,108134,2021000200025,44.0,2021001081341,375906,1,1,45.0,1,66,1,1955,1,1,1,100,34,3400,1,1,2,10,101,3,30,1,0,0,124000,0
2713800,2021,202101,1214541,2021010150031,11.0,2021012145411,300048,4,1,11.0,2,74,6,1947,0,0,2,200,22,2200,2,1,2,6,63,3,30,1,0,0,6500,0
607724,2021,202101,254538,2021000086821,165.0,2021002545381,30609,1,1,165.0,2,91,5,1930,1,1,1,100,9,900,1,1,2,8,81,3,30,1,0,0,31300,0
3127085,2021,202101,1385525,2021000635928,71.0,2021013855251,1160553,1,1,70.0,1,38,1,1983,1,1,1,100,6,600,2,1,1,10,101,1,10,2,6,44,136500,135000
1961007,2021,202101,868288,2021000235012,52.0,2021008682881,411036,1,5,76.0,1,7,6,2014,0,0,1,100,36,3600,1,2,1,1,15,0,0,0,0,0,9999999,999999
182875,2021,202101,91271,2021000025831,132.0,2021000912711,410206,1,2,155.0,1,37,1,1984,1,1,1,100,6,600,2,1,1,10,101,1,10,2,6,45,200000,200000
1124447,2021,202101,488047,2021000109415,111.0,2021004880471,110018,1,4,92.0,1,15,6,2006,0,0,7,700,18,1800,1,2,1,2,26,0,0,0,0,0,0,999999
3072233,2021,202101,1361001,2021001104817,59.0,2021013610011,5930251,1,3,69.0,1,79,6,1942,0,0,1,100,542,54200,1,1,2,6,63,3,30,1,0,0,12000,0
2154700,2021,202101,952190,2021000435239,57.0,2021009521901,150037,1,2,63.0,2,33,1,1988,1,1,8,826,200,20000,2,1,1,6,63,1,10,2,6,40,20000,20000
1277097,2021,202101,556737,2021000947790,20.0,2021005567371,120021,1,1,20.0,2,48,1,1973,1,1,1,100,21,2100,2,2,1,11,115,1,10,2,6,40,56600,56000
2093080,2021,202101,922733,2021001229188,60.0,2021009227331,380336,1,1,59.0,2,69,4,1952,1,1,2,200,36,3600,1,2,2,7,71,3,30,1,0,0,30100,0
559604,2021,202101,232953,2021000311964,68.0,2021002329531,81108,1,1,69.0,1,48,1,1973,1,1,1,100,465,46500,2,1,1,10,101,1,10,2,6,50,140000,135000
2709544,2021,202101,1210285,2021010098495,76.0,2021012102851,550048,3,1,76.0,2,92,5,1929,1,1,1,100,48,4800,1,2,2,10,101,3,30,1,0,0,48000,0
1968873,2021,202101,871522,2021000293048,215.0,2021008715221,410736,1,1,215.0,1,46,1,1975,1,1,7,700,300,30030,1,1,1,4,40,1,10,2,4,40,45000,45000
2435020,2021,202101,1081602,2021010100514,27.0,2021010816021,310542,3,1,27.0,2,91,5,1930,1,1,1,100,25,2500,1,2,2,6,63,3,30,1,0,0,0,0
1099031,2021,202101,475523,2021001212339,30.0,2021004755231,50117,1,2,33.0,2,57,1,1964,1,1,1,100,17,1700,1,2,1,6,63,1,10,2,6,50,30000,30000
2339841,2021,202101,1036559,2021001288000,100.0,2021010365591,540139,1,2,106.0,1,43,1,1978,1,1,2,200,39,3900,2,1,1,10,101,1,10,2,6,40,57000,57000
1913889,2021,202101,841765,2021001114055,116.0,2021008417651,70035,1,2,136.0,2,19,6,2002,0,0,8,826,35,3500,1,2,1,6,65,3,30,1,0,0,0,0
1025684,2021,202101,444736,2021000357555,213.0,2021004447361,290117,1,4,120.0,1,13,6,2008,0,0,7,700,17,1700,1,2,1,2,26,0,0,0,0,0,9999999,999999
41158,2021,202101,19495,2021001156093,55.0,2021000194951,10001,1,2,66.0,1,60,1,1961,1,1,1,100,17,1700,2,1,1,6,61,1,10,2,6,40,33000,33000
2731564,2021,202101,1222207,2021000096849,57.0,2021012222071,450348,1,3,59.0,1,11,6,2010,0,0,8,826,48,4800,2,1,1,2,22,0,0,0,0,0,9999999,999999
153672,2021,202101,69381,2021001150874,76.0,2021000693811,200005,1,1,77.0,2,52,4,1969,1,1,1,100,5,500,2,1,1,8,81,1,10,2,6,40,75000,75000
1330155,2021,202101,581125,2021001235645,50.0,2021005811251,80022,1,4,95.0,1,14,6,2007,0,0,1,100,22,2200,1,2,1,2,25,0,0,0,0,0,9999999,999999
187799,2021,202101,93084,2021000044748,271.0,2021000930841,950106,1,4,256.0,2,22,6,1999,0,0,7,700,6,600,2,1,1,6,63,2,20,2,0,0,0,0
508593,2021,202101,212084,2021001274535,227.0,2021002120841,370106,1,3,267.0,2,15,6,2006,0,0,7,700,6,600,1,2,1,3,30,0,0,0,0,0,0,999999
1395558,2021,202101,611044,2021001025730,206.0,2021006110441,110724,1,1,207.0,1,57,1,1964,1,1,1,100,51,5100,2,1,1,10,101,1,10,2,3,40,31000,0
1953497,2021,202101,865200,2021000178390,35.0,2021008652001,220236,1,2,42.0,1,39,6,1982,0,0,1,100,36,3600,1,2,1,6,63,3,30,1,0,0,0,0
2647148,2021,202101,1178897,2021000256462,261.0,2021011788971,10047,1,1,261.0,1,61,1,1960,1,1,1,100,17,1700,2,1,1,6,65,3,30,1,0,0,0,0
36317,2021,202101,17389,2021001013601,26.0,2021000173891,220001,1,1,26.0,1,60,1,1961,1,1,2,200,1,100,2,1,1,10,101,3,30,1,0,0,68000,0
431559,2021,202101,183571,2021000980248,54.0,2021001835711,11006,1,3,56.0,1,24,6,1997,0,0,1,100,6,600,2,1,1,10,101,1,10,2,6,40,72000,72000
2662649,2021,202101,1185583,2021000593247,47.0,2021011855831,320847,1,1,47.0,2,74,4,1947,1,1,3,399,28,2800,1,2,2,6,61,3,30,1,0,0,17300,0
2507529,2021,202101,1114311,2021000807114,96.0,2021011143111,340242,1,1,96.0,1,83,1,1938,1,1,1,100,42,4200,2,1,2,7,71,3,30,1,0,0,22400,0
2336923,2021,202101,1035283,2021001250686,54.0,2021010352831,190039,1,1,55.0,1,66,1,1955,1,1,1,100,39,3900,1,1,2,6,63,3,30,1,0,0,63200,0
670444,2021,202101,287381,2021000037321,56.0,2021002873811,990912,1,3,73.0,1,21,6,2000,0,0,1,100,27,2700,2,1,1,10,101,1,10,2,6,20,20000,20000
3201039,2021,202101,1418598,2021000299266,186.0,2021014185981,100055,1,2,155.0,2,37,1,1984,1,1,1,100,55,5500,2,1,1,6,64,1,10,2,6,40,32000,32000
2695302,2021,202101,1199624,2021001288272,60.0,2021011996241,250547,1,1,59.0,2,46,1,1975,1,1,1,100,13,1300,2,1,1,10,101,1,10,2,6,40,64000,64000
2912275,2021,202101,1293540,2021001126995,164.0,2021012935401,490248,1,1,164.0,2,26,6,1995,0,0,8,813,29,2900,2,1,1,10,101,1,10,2,2,40,90000,10000
69628,2021,202101,33702,2021000202822,348.0,2021000337021,11204,1,1,348.0,1,56,4,1965,1,1,1,100,17,1700,2,1,1,11,114,1,10,2,6,24,193000,133000
2091256,2021,202101,921988,2021001215264,90.0,2021009219881,330336,1,1,90.0,1,38,1,1983,1,1,8,826,36,3600,2,1,1,11,114,1,10,2,6,70,634000,634000
1797034,2021,202101,792251,2021000508831,38.0,2021007922511,100033,1,1,38.0,1,64,6,1957,0,0,1,100,23,2300,2,1,1,6,63,3,30,1,0,0,58910,0
1242904,2021,202101,540870,2021001274691,38.0,2021005408701,80220,1,2,104.0,1,71,1,1950,1,1,1,100,22,2200,2,1,2,7,71,1,10,2,6,30,42300,19500
1296509,2021,202101,566362,2021000091418,81.0,2021005663621,80022,1,4,79.0,2,3,6,2018,0,0,1,100,22,2200,1,2,1,0,2,0,0,0,0,0,9999999,999999
463098,2021,202101,195241,2021001101743,126.0,2021001952411,591006,1,1,126.0,1,31,1,1990,1,1,1,100,8,800,2,1,1,10,101,1,10,2,6,50,56200,55000
1704526,2021,202101,751617,2021000771762,14.0,2021007516171,240029,1,2,12.0,1,80,1,1941,1,1,1,100,29,2900,2,1,2,6,63,3,30,1,0,0,22600,0
1288885,2021,202101,561704,2021001324613,67.0,2021005617041,80021,1,3,49.0,1,17,6,2004,0,0,1,100,39,3900,2,2,1,5,50,3,30,1,0,0,5900,0
542648,2021,202101,224646,2021001405890,92.0,2021002246461,376506,1,3,61.0,2,16,6,2005,0,0,7,700,6,600,2,1,1,5,50,3,30,1,0,0,0,0
738035,2021,202101,316734,2021000526827,26.0,2021003167341,630012,1,1,27.0,1,75,5,1946,1,1,1,100,45,4500,1,2,2,6,65,1,10,2,6,40,104900,27000
2773071,2021,202101,1238584,2021000333397,161.0,2021012385841,232148,1,1,162.0,2,37,6,1984,0,0,2,200,40,4000,2,1,1,6,65,1,10,2,6,40,82000,82000
1795059,2021,202101,791388,2021000287270,65.0,2021007913881,30033,1,1,65.0,2,73,2,1948,1,1,1,100,50,5000,2,1,2,6,63,3,30,1,0,0,22300,0
1557624,2021,202101,684904,2021001024668,102.0,2021006849041,290226,1,4,96.0,1,17,6,2004,0,0,1,100,26,2600,2,1,1,4,40,1,10,2,1,32,3200,3200
1166360,2021,202101,505910,2021001025552,62.0,2021005059101,180218,1,5,50.0,2,9,6,2012,0,0,1,100,18,1800,2,1,1,1,16,0,0,0,0,0,9999999,999999
158057,2021,202101,71278,2021001366628,185.0,2021000712781,10005,1,1,185.0,2,62,4,1959,1,1,1,100,6,600,2,1,1,10,101,1,10,2,6,40,10050,9900
2587333,2021,202101,1150861,2021000386500,64.0,2021011508611,90045,1,1,64.0,2,58,6,1963,0,0,2,200,45,4500,2,1,1,8,81,1,10,2,6,40,26000,26000
1207330,2021,202101,524653,2021000965698,70.0,2021005246531,170019,1,1,70.0,2,61,4,1960,1,1,6,640,518,51800,2,1,1,6,63,1,10,2,6,21,10200,10200
1009885,2021,202101,438068,2021000174000,24.0,2021004380681,100117,1,3,24.0,1,2,6,2019,0,0,1,100,17,1700,2,1,1,0,1,0,0,0,0,0,9999999,999999
2248884,2021,202101,996949,2021000159300,64.0,2021009969491,30039,1,2,47.0,1,66,1,1955,1,1,1,100,39,3900,2,1,2,6,63,3,30,1,0,0,35200,0
1005688,2021,202101,436295,2021000126154,19.0,2021004362951,80017,1,1,19.0,2,54,4,1967,1,1,1,100,45,4500,2,1,1,7,71,1,10,2,6,60,70000,70000
1370290,2021,202101,600814,2021000426651,120.0,2021006008141,100424,1,1,119.0,2,46,2,1975,1,1,1,100,537,53700,2,1,1,11,114,2,20,2,3,40,22000,22000
2230392,2021,202101,985597,2021010006602,9.0,2021009855971,450039,3,1,9.0,2,88,4,1933,1,1,1,100,21,2100,1,2,2,6,63,3,30,1,0,0,16800,0
2207307,2021,202101,975152,2021001197391,120.0,2021009751521,310137,1,1,121.0,2,23,6,1998,0,0,1,100,37,3700,2,1,1,10,101,1,10,2,6,40,42000,42000
2667880,2021,202101,1187843,2021000704979,51.0,2021011878431,100047,1,1,51.0,1,57,1,1964,1,1,1,100,47,4700,2,1,2,6,65,3,30,1,0,0,20400,0
2489183,2021,202101,1106372,2021000593027,147.0,2021011063721,270142,1,1,146.0,2,56,1,1965,1,1,1,100,42,4200,2,1,1,6,63,1,10,2,6,60,165000,165000
1789843,2021,202101,788795,2021001321539,247.0,2021007887951,40432,1,3,175.0,2,15,6,2006,0,0,1,100,49,4900,2,2,1,4,40,0,0,0,0,0,0,999999
2163453,2021,202101,955991,2021000563791,84.0,2021009559911,120237,1,1,84.0,1,41,6,1980,0,0,2,200,36,3600,2,1,1,11,116,1,10,2,6,40,200000,200000
2075224,2021,202101,915396,2021001094071,12.0,2021009153961,330336,1,3,19.0,1,3,6,2018,0,0,8,802,36,3600,2,1,1,0,2,0,0,0,0,0,9999999,999999
407847,2021,202101,174825,2021000890166,52.0,2021001748251,376306,1,3,57.0,1,6,6,2015,0,0,8,801,6,600,2,2,1,1,12,0,0,0,0,0,9999999,999999
2211760,2021,202101,977085,2021001260101,166.0,2021009770851,150037,1,3,233.0,2,4,6,2017,0,0,2,200,37,3700,1,2,1,1,11,0,0,0,0,0,9999999,999999
543381,2021,202101,224909,2021001408637,91.0,2021002249091,731706,1,1,92.0,2,87,4,1934,1,1,6,640,518,51800,1,2,2,0,2,3,30,1,0,0,11400,0
727131,2021,202101,311965,2021000447110,217.0,2021003119651,170112,1,2,191.0,2,20,6,2001,0,0,1,100,9,900,1,1,1,6,63,2,20,2,2,40,7100,7100
2169432,2021,202101,958630,2021000649051,53.0,2021009586301,310737,1,4,107.0,1,8,6,2013,0,0,7,700,210,21030,1,2,1,1,15,0,0,0,0,0,9999999,999999
1329714,2021,202101,580934,2021001220089,112.0,2021005809341,110022,1,1,113.0,1,47,6,1974,0,0,1,100,22,2200,2,1,1,10,101,3,30,1,0,0,27000,0
1511100,2021,202101,664819,2021000326516,49.0,2021006648191,20026,1,1,49.0,2,26,6,1995,0,0,1,100,26,2600,2,1,1,6,63,1,10,2,6,40,28000,28000
1947562,2021,202101,862709,2021000131727,57.0,2021008627091,330836,1,9,59.0,1,9,6,2012,0,0,7,700,36,3600,2,1,1,1,15,0,0,0,0,0,9999999,999999
1015152,2021,202101,440295,2021000234814,89.0,2021004402951,120417,1,1,89.0,2,88,1,1933,1,1,1,100,39,3900,2,1,2,7,71,3,30,1,0,0,10000,0
1559706,2021,202101,685796,2021001055659,74.0,2021006857961,320426,1,2,66.0,2,73,1,1948,1,1,1,100,26,2600,1,1,2,6,64,3,30,1,0,0,8600,0
1160232,2021,202101,503284,2021000898863,96.0,2021005032841,250018,1,2,107.0,1,36,1,1985,1,1,1,100,18,1800,2,1,1,6,63,1,10,2,6,40,50000,50000
2585132,2021,202101,1149905,2021000320723,101.0,2021011499051,70045,1,2,60.0,1,83,1,1938,1,1,2,200,45,4500,2,1,2,10,101,3,30,1,0,0,34800,0
1019665,2021,202101,442212,2021000288359,108.0,2021004422121,360217,1,1,107.0,2,56,1,1965,1,1,1,100,17,1700,2,1,1,11,114,1,10,2,6,50,44000,43000
1912035,2021,202101,840967,2021000972098,74.0,2021008409671,80135,1,2,106.0,2,72,1,1949,1,1,1,100,49,4900,2,1,2,10,101,3,30,1,0,0,9200,0
2209420,2021,202101,976065,2021001227666,32.0,2021009760651,530037,1,1,32.0,1,70,1,1951,1,1,1,100,13,1300,1,1,2,10,101,1,10,2,4,50,183300,75000
1408891,2021,202101,616404,2021001338930,43.0,2021006164041,110624,1,2,47.0,1,56,1,1965,1,1,2,200,51,5100,2,1,1,6,63,1,10,2,3,24,33920,19900
1617296,2021,202101,711481,2021000800242,52.0,2021007114811,80027,1,2,38.0,2,60,1,1961,1,1,1,100,27,2700,2,1,1,11,114,1,10,2,6,40,35000,35000
1946473,2021,202101,862254,2021000123485,108.0,2021008622541,90636,1,4,135.0,2,0,6,2021,0,0,1,100,36,3600,2,1,1,0,1,0,0,0,0,0,9999999,999999
3036589,2021,202101,1346080,2021000483909,63.0,2021013460801,5124651,1,2,59.0,1,74,1,1947,1,1,1,100,6,600,2,1,2,7,71,3,30,1,0,0,88000,0
1429653,2021,202101,628047,2021000259435,68.0,2021006280471,450025,1,2,56.0,2,58,1,1963,1,1,1,100,150,15000,2,1,1,6,63,1,10,2,6,40,20000,20000
3210203,2021,202101,1422526,2021000519715,108.0,2021014225261,160155,1,1,107.0,2,60,1,1961,1,1,1,100,55,5500,2,1,1,8,81,1,10,2,3,8,28000,16000
729698,2021,202101,313069,2021000465518,86.0,2021003130691,860512,1,3,70.0,2,90,5,1931,1,1,8,845,260,26010,1,2,2,0,2,3,30,1,0,0,640,0
832905,2021,202101,358060,2021001217998,58.0,2021003580601,330212,1,1,57.0,1,88,1,1933,1,1,1,100,46,4600,2,1,2,11,114,3,30,1,0,0,60080,0
3176575,2021,202101,1406393,2021000600129,151.0,2021014063931,80054,1,1,151.0,1,60,6,1961,0,0,1,100,34,3400,2,2,2,8,81,3,30,1,0,0,133400,0
597731,2021,202101,249071,2021001274472,58.0,2021002490711,70008,1,2,75.0,1,71,1,1950,1,1,1,100,48,4800,1,1,2,2,26,3,30,1,0,0,14400,0
1963691,2021,202101,869388,2021000254727,70.0,2021008693881,410336,1,2,61.0,2,33,3,1988,1,1,7,700,36,3600,1,2,1,7,71,1,10,2,2,25,18000,10000
2344974,2021,202101,1038775,2021001354075,103.0,2021010387751,550739,1,2,146.0,1,49,1,1972,1,1,1,100,39,3900,2,1,1,10,101,1,10,2,6,56,117120,112000
1055298,2021,202101,457174,2021000704893,132.0,2021004571741,352317,1,1,132.0,1,68,4,1953,1,1,2,200,26,2600,1,1,1,2,26,3,30,1,0,0,1300,0
1187712,2021,202101,516101,2021000077953,17.0,2021005161011,70019,1,3,30.0,1,1,6,2020,0,0,1,100,19,1900,2,1,1,0,1,0,0,0,0,0,9999999,999999
857161,2021,202101,368719,2021001398123,75.0,2021003687191,690312,1,2,86.0,2,61,1,1960,1,1,6,600,515,51500,2,1,1,10,101,3,30,1,0,0,56000,0
2694401,2021,202101,1199236,2021001269173,163.0,2021011992361,170047,1,1,163.0,2,36,1,1985,1,1,1,100,47,4700,2,1,1,6,63,1,10,2,6,40,70010,70000
767731,2021,202101,329589,2021000741863,108.0,2021003295891,862112,1,3,179.0,2,10,6,2011,0,0,1,100,12,1200,2,1,1,2,22,0,0,0,0,0,9999999,999999
339264,2021,202101,149494,2021000628736,98.0,2021001494941,1110606,1,1,97.0,2,48,1,1973,1,1,6,600,515,51500,2,1,1,7,71,3,30,1,0,0,-2400,0
416352,2021,202101,177973,2021000922726,89.0,2021001779731,371906,1,1,90.0,1,85,3,1936,1,1,1,100,537,53700,2,2,2,6,61,3,30,1,0,0,16200,0
1695381,2021,202101,747642,2021000544132,120.0,2021007476421,170329,1,5,87.0,2,14,6,2007,0,0,1,100,29,2900,2,1,1,2,26,0,0,0,0,0,9999999,999999
1454350,2021,202101,638385,2021000779349,64.0,2021006383851,70325,1,1,64.0,2,36,1,1985,1,1,1,100,26,2600,2,1,1,11,114,3,30,1,1,3,40,0
542760,2021,202101,224689,2021001406341,142.0,2021002246891,731806,1,1,142.0,2,46,1,1975,1,1,6,685,105,10500,2,1,1,10,101,1,12,2,1,40,15000,14800
2579182,2021,202101,1147331,2021000151871,107.0,2021011473311,30145,1,2,105.0,2,37,3,1984,1,1,1,100,13,1300,2,1,1,6,64,1,10,2,6,40,40000,40000
996411,2021,202101,432433,2021000022125,70.0,2021004324331,70017,1,2,106.0,1,29,6,1992,0,0,1,100,17,1700,1,2,1,6,63,3,30,1,0,0,0,0
2500522,2021,202101,1111299,2021000725558,48.0,2021011112991,340242,1,1,48.0,2,51,6,1970,0,0,1,100,36,3600,2,1,1,11,114,1,10,2,4,38,45000,43000
1790227,2021,202101,788957,2021001341019,62.0,2021007889571,40532,1,1,62.0,2,69,5,1952,1,1,1,100,25,2500,1,1,2,6,65,1,10,2,6,10,24400,10000
1337601,2021,202101,585027,2021000159343,91.0,2021005850271,20023,1,3,95.0,1,12,6,2009,0,0,1,100,23,2300,2,1,1,2,23,0,0,0,0,0,9999999,999999
1340122,2021,202101,586148,2021000423174,160.0,2021005861481,60023,1,1,161.0,1,66,4,1955,1,1,1,100,23,2300,1,1,2,10,101,1,10,2,6,30,51000,51000
694514,2021,202101,297811,2021000212923,70.0,2021002978111,90312,1,4,109.0,2,15,6,2006,0,0,1,100,12,1200,2,1,1,3,30,0,0,0,0,0,0,999999
1656817,2021,202101,729254,2021000757018,69.0,2021007292541,190028,1,1,70.0,1,86,1,1935,1,1,1,100,22,2200,1,1,2,11,114,3,30,1,0,0,75500,0
2797974,2021,202101,1248387,2021000477303,99.0,2021012483871,210248,1,4,159.0,1,21,6,2000,0,0,7,700,48,4800,1,2,1,6,63,1,10,2,2,50,20000,20000
1843415,2021,202101,812951,2021000549236,8.0,2021008129511,110334,1,1,8.0,2,30,6,1991,0,0,1,100,36,3600,2,2,2,10,101,3,30,1,0,0,10800,0
1547795,2021,202101,680677,2021000875652,45.0,2021006806771,160026,1,2,47.0,2,81,1,1940,1,1,1,100,26,2600,2,1,2,6,63,3,30,1,0,0,13140,0
365401,2021,202101,159152,2021000727936,64.0,2021001591521,374706,1,1,64.0,2,90,6,1931,0,0,2,200,34,3400,2,2,2,2,25,3,30,1,0,0,10800,0
657455,2021,202101,277413,2021010016180,8.0,2021002774131,1050412,4,1,8.0,2,18,6,2003,0,0,1,100,12,1200,2,1,1,6,63,1,10,2,1,20,2000,2000
1184830,2021,202101,514140,2021010053456,73.0,2021005141401,120019,4,1,73.0,2,18,6,2003,0,0,1,100,8,800,1,1,1,6,65,3,30,1,0,0,0,0
863945,2021,202101,374224,2021010113263,48.0,2021003742241,130013,3,1,48.0,1,38,6,1983,0,0,2,200,13,1300,2,1,1,6,63,3,30,1,0,0,0,0
2382898,2021,202101,1055869,2021001218632,76.0,2021010558691,120240,1,2,79.0,2,35,3,1986,1,1,8,802,40,4000,1,2,1,6,63,3,30,1,0,0,0,0
560327,2021,202101,233241,2021000330907,85.0,2021002332411,80208,1,6,91.0,2,6,6,2015,0,0,1,100,27,2700,2,1,1,1,12,0,0,0,0,0,9999999,999999
1614358,2021,202101,710225,2021000723262,17.0,2021007102251,80027,1,1,17.0,2,60,1,1961,1,1,1,100,27,2700,2,1,1,10,101,1,10,2,6,40,48000,48000
823992,2021,202101,354153,2021001152686,437.0,2021003541531,990612,1,2,630.0,1,29,6,1992,0,0,1,100,39,3900,2,1,1,6,63,1,10,2,6,40,56000,56000
335700,2021,202101,148156,2021000615022,34.0,2021001481561,1070306,1,2,36.0,2,7,6,2014,0,0,8,826,53,5300,1,2,1,1,12,0,0,0,0,0,9999999,999999
206576,2021,202101,100042,2021000117050,138.0,2021001000421,230006,1,1,137.0,2,61,1,1960,1,1,7,700,6,600,2,1,1,10,101,1,10,2,4,40,60000,60000
2634869,2021,202101,1173582,2021010154723,34.0,2021011735821,160247,3,1,34.0,1,27,2,1994,1,1,1,100,47,4700,1,1,1,6,64,3,30,1,5,60,65000,65000
2003826,2021,202101,885969,2021000558378,44.0,2021008859691,410336,1,1,44.0,2,53,1,1968,1,1,6,620,502,50200,2,2,1,8,81,3,30,1,0,0,8400,0
1362170,2021,202101,597528,2021000235777,44.0,2021005975281,100524,1,3,49.0,2,20,6,2001,0,0,8,826,11,1100,1,2,1,6,63,1,10,2,6,40,25000,25000
3246863,2021,202101,1438368,2021010107809,27.0,2021014383681,10056,4,1,27.0,1,22,6,1999,0,0,7,700,15,1500,2,1,1,10,101,1,10,2,6,40,27000,27000
1420575,2021,202101,624242,2021000067642,106.0,2021006242421,470025,1,2,107.0,2,62,1,1959,1,1,1,100,42,4200,1,2,1,10,101,3,30,1,0,0,0,0
2738535,2021,202101,1224941,2021000136947,37.0,2021012249411,231848,1,1,37.0,1,71,1,1950,1,1,1,100,47,4700,1,1,2,10,101,3,30,1,0,0,38500,0
3031233,2021,202101,1343864,2021000394266,118.0,2021013438641,410251,1,2,134.0,1,45,1,1976,1,1,1,100,26,2600,2,1,1,7,71,1,10,2,6,65,90000,90000
1050888,2021,202101,455310,2021000652830,19.0,2021004553101,150017,1,1,19.0,2,25,1,1996,1,1,1,100,17,1700,2,1,1,10,101,1,10,2,6,40,38000,38000
504273,2021,202101,210489,2021001257939,54.0,2021002104891,70206,1,1,55.0,2,32,6,1989,0,0,8,826,200,20000,1,2,1,3,30,1,12,2,6,40,23000,23000
1328728,2021,202101,580498,2021001188526,49.0,2021005804981,130022,1,3,56.0,1,23,6,1998,0,0,1,100,22,2200,2,1,1,6,63,1,10,2,2,20,4000,4000
2672103,2021,202101,1189643,2021000794485,125.0,2021011896431,20047,1,1,125.0,2,68,1,1953,1,1,1,100,21,2100,1,1,2,11,114,1,12,2,1,16,69030,9000
2649152,2021,202101,1179791,2021000301805,85.0,2021011797911,290047,1,2,59.0,2,67,1,1954,1,1,1,100,47,4700,1,1,2,6,63,3,30,1,0,0,18600,0
318488,2021,202101,141733,2021000547086,111.0,2021001417331,731606,1,2,106.0,1,29,6,1992,0,0,2,200,40,4000,1,1,1,7,71,3,30,1,0,0,8000,0
1543207,2021,202101,678642,2021000805750,53.0,2021006786421,50026,1,2,42.0,1,31,6,1990,0,0,1,100,26,2600,2,1,1,11,114,1,10,2,6,40,37000,37000
2409277,2021,202101,1068115,2021000684031,12.0,2021010681151,70541,1,1,12.0,2,38,1,1983,1,1,1,100,17,1700,2,1,1,11,114,1,12,2,6,40,44000,44000
65078,2021,202101,31829,2021000110888,306.0,2021000318291,10104,1,1,306.0,2,53,4,1968,1,1,1,100,36,3600,2,1,1,10,101,1,10,2,6,40,90000,90000
288842,2021,202101,130752,2021000433214,30.0,2021001307521,10706,1,1,30.0,1,76,1,1945,1,1,6,600,515,51500,2,1,2,7,71,3,30,1,0,0,24000,0
2232778,2021,202101,987983,2021010071353,74.0,2021009879831,320039,4,1,74.0,1,18,6,2003,0,0,1,100,39,3900,2,1,1,6,65,3,30,1,0,0,0,0
